reference_id,citation,doi,notes
Hirayama2022,"Hirayama et al. (2022) Origin of xenoliths within the Hime-shima volcanic group, Kyushu, southwestern Japan Arc. Journal of Mineralogical and Petrological Sciences, 117:014.",10.2465/jmps.211217b,Source for Table 1 chemistry and Figure 2 representative photographs.
